q1,q1_ref,q2,q2_ref
0.5009363005471119,0.5,0.49994534170685956,0.5
0.5009249320522979,0.5,0.4999460052495772,0.5
0.5009137015863327,0.5,0.4999466607292744,0.5
0.5009026074736429,0.5,0.4999473082446704,0.5
0.50089164805898,0.5,0.4999479478932267,0.5
0.5008808217071863,0.5,0.49994857977117046,0.5
0.5008701268029405,0.5,0.49994920397350473,0.5
0.50085956175052,0.5,0.4999498205940336,0.5
0.5008491249735645,0.5,0.4999504297253754,0.5
0.5008388149148502,0.5,0.49995103145898145,0.5
0.5008286300360361,0.5,0.4999516258851511,0.5
0.500818568817456,0.5,0.49995221309305204,0.5
0.5008086297578824,0.5,0.4999527931707304,0.5
0.5007988113743043,0.5,0.49995336620513076,0.5
0.5007891122017103,0.5,0.4999539322821098,0.5
0.5007795307928635,0.5,0.4999544914864531,0.5
0.5007700657180898,0.5,0.49995504390189094,0.5
0.5007607155650646,0.5,0.49995558961110653,0.5
0.5007514789386072,0.5,0.49995612869575723,0.5
0.5007423544604617,0.5,0.4999566612364861,0.5
0.5007333407691039,0.5,0.49995718731293515,0.5
0.500724436519528,0.5,0.49995770700376063,0.5
0.5007156403830546,0.5,0.4999582203866435,0.5
0.5007069510471318,0.5,0.4999587275383064,0.5
0.5006983672151364,0.5,0.4999592285345198,0.5
0.5006898876061765,0.5,0.4999597234501243,0.5
0.5006815109549123,0.5,0.49996021235903587,0.5
0.5006732360113553,0.5,0.499960695334261,0.5
0.5006650615406976,0.5,0.49996117244790383,0.5
0.5006569863231096,0.5,0.49996164377118646,0.5
0.5006490091535696,0.5,0.4999621093744535,0.5
0.5006411288416857,0.5,0.4999625693271845,0.5
0.5006333442115078,0.5,0.4999630236980108,0.5
0.5006256541013645,0.5,0.49996347255472173,0.5
0.5006180573636829,0.5,0.4999639159642726,0.5
0.5006105528648153,0.5,0.49996435399280337,0.5
0.500603139484884,0.5,0.4999647867056387,0.5
0.5005958161175954,0.5,0.4999652141673092,0.5
0.5005885816700903,0.5,0.4999656364415559,0.5
0.500581435062772,0.5,0.49996605359133994,0.5
0.5005743752291476,0.5,0.49996646567885694,0.5
0.5005674011156707,0.5,0.4999668727655395,0.5
0.5005605116815879,0.5,0.49996727491207604,0.5
0.5005537058987741,0.5,0.49996767217840876,0.5
0.5005469827515867,0.5,0.4999680646237534,0.5
0.5005403412367126,0.5,0.4999684523066037,0.5
0.5005337803630159,0.5,0.4999688352847391,0.5
0.5005272991513969,0.5,0.4999692136152376,0.5
0.5005208966346348,0.5,0.49996958735448604,0.5
0.5005145718572575,0.5,0.49996995655817766,0.5
0.5005083238753869,0.5,0.49997032128133334,0.5
0.5005021517566046,0.5,0.49997068157830515,0.5
0.5004960545798127,0.5,0.4999710375027835,0.5
0.500490031435092,0.5,0.49997138910780503,0.5
0.5004840814235756,0.5,0.4999717364457643,0.5
0.5004782036573037,0.5,0.49997207956841727,0.5
0.5004723972590952,0.5,0.4999724185268928,0.5
0.5004666613624238,0.5,0.4999727533716989,0.5
0.5004609951112791,0.5,0.4999730841527317,0.5
0.5004553976600423,0.5,0.4999734109192788,0.5
0.500449868173364,0.5,0.49997373372003384,0.5
0.500444405826034,0.5,0.49997405260309513,0.5
0.5004390098028608,0.5,0.49997436761598024,0.5
0.5004336792985491,0.5,0.4999746788056285,0.5
0.500428413517584,0.5,0.49997498621841263,0.5
0.5004232116741019,0.5,0.4999752899001422,0.5
0.5004180729917849,0.5,0.49997558989606894,0.5
0.5004129967037407,0.5,0.4999758862508976,0.5
0.5004079820523852,0.5,0.499976179008792,0.5
0.5004030282893339,0.5,0.4999764682133794,0.5
0.5003981346752866,0.5,0.49997675390775775,0.5
0.500393300479919,0.5,0.4999770361345055,0.5
0.5003885249817781,0.5,0.49997731493568054,0.5
0.5003838074681628,0.5,0.4999775903528336,0.5
0.5003791472350301,0.5,0.4999778624270128,0.5
0.5003745435868865,0.5,0.49997813119876877,0.5
0.5003699958366745,0.5,0.49997839670815925,0.5
0.5003655033056855,0.5,0.49997865899475613,0.5
