q1,q1_ref,q2,q2_ref
0.45887143359267846,0.5,0.5480989080580096,0.5
0.46505186231825935,0.5,0.554259312175402,0.5
0.470905420830686,0.5,0.5598454783880369,0.5
0.47644689209749025,0.5,0.5648868180646627,0.5
0.48169036230030216,0.5,0.5694121309990701,0.5
0.48664926295003497,0.5,0.5734495271706992,0.5
0.4913364094892394,0.5,0.5770263631811092,0.5
0.4957640367314715,0.5,0.5801691916217919,0.5
0.4999438314510831,0.5,0.5829037218114363,0.5
0.5038869624041924,0.5,0.5852547905050169,0.5
0.5076041080323321,0.5,0.5872463413249269,0.5
0.511105482074087,0.5,0.5889014117972504,0.5
0.5144008572865202,0.5,0.5902421269958618,0.5
0.5174995874572081,0.5,0.5912896989044834,0.5
0.5204106278688538,0.5,0.5920644307034344,0.5
0.5231425543616126,0.5,0.5925857252746543,0.5
0.5257035811232011,0.5,0.5928720972965724,0.5
0.5281015773233211,0.5,0.5929411883704683,0.5
0.5303440826969226,0.5,0.592809784682891,0.5
0.5324383221699494,0.5,0.5924938367651995,0.5
0.5343912196116127,0.5,0.5920084809619484,0.5
0.5362094107885564,0.5,0.5913680622653308,0.5
0.5378992555885338,0.5,0.5905861582136405,0.5
0.539466849574354,0.5,0.5896756035882271,0.5
0.5409180349225879,0.5,0.5886485156761934,0.5
0.5422584107960811,0.5,0.5875163198952729,0.5
0.5434933431943092,0.5,0.5862897756036114,0.5
0.5446279743212221,0.5,0.5849790019405203,0.5
0.5456672315062745,0.5,0.5835935035652158,0.5
0.5466158357107842,0.5,0.5821421961792046,0.5
0.5474783096486329,0.5,0.5806334317345749,0.5
0.5482589855474842,0.5,0.5790750232453084,0.5
0.5489620125741714,0.5,0.5774742691318471,0.5
0.5495913639456722,0.5,0.5758379770408668,0.5
0.5501508437450635,0.5,0.5741724870925458,0.5
0.5506440934600398,0.5,0.5724836945168237,0.5
0.5510745982600094,0.5,0.5707770716482452,0.5
0.5514456930263014,0.5,0.5690576892560886,0.5
0.5517605681487732,0.5,0.5673302371928299,0.5
0.552022275100942,0.5,0.5655990443494483,0.5
0.552233731804745,0.5,0.5638680979109347,0.5
0.5523977277951184,0.5,0.5621410619095508,0.5
0.552516929193767,0.5,0.5604212950770426,0.5
0.5525938835007782,0.5,0.5587118680001462,0.5
0.5526310242120456,0.5,0.5570155795864542,0.5
0.5526306752699242,0.5,0.5553349728500239,0.5
0.5525950553539865,0.5,0.5536723500280241,0.5
0.5525262820182846,0.5,0.5520297870414455,0.5
0.5524263756811116,0.5,0.5504091473141992,0.5
0.5522972634728696,0.5,0.5488120949660784,0.5
0.5521407829473031,0.5,0.5472401073959441,0.5
0.5519586856610701,0.5,0.5456944872722476,0.5
0.55175264062634,0.5,0.5441763739484857,0.5
0.5515242376408374,0.5,0.5426867543215872,0.5
0.5512749904995591,0.5,0.5412264731515029,0.5
0.5510063400921776,0.5,0.5397962428603984,0.5
0.5507196573899229,0.5,0.5383966528298769,0.5
0.5504162463256339,0.5,0.5370281782146131,0.5
0.5500973465704515,0.5,0.5356911882906532,0.5
0.5497641362105021,0.5,0.5343859543564635,0.5
0.5494177343268429,0.5,0.5331126572045148,0.5
0.5490592034817183,0.5,0.5318713941809436,0.5
0.5486895521141513,0.5,0.5306621858504679,0.5
0.5483097368477736,0.5,0.5294849822833685,0.5
0.5479206647136632,0.5,0.5283396689809647,0.5
0.5475231952908999,0.5,0.5272260724555684,0.5
0.5471181427674789,0.5,0.5261439654804922,0.5
0.5467062779240948,0.5,0.5250930720252365,0.5
0.5462883300432928,0.5,0.524073071890494,0.5
0.5458649887463327,0.5,0.523083605057157,0.5
0.5454369057601571,0.5,0.5221242757630984,0.5
0.5450046966166493,0.5,0.5211946563209233,0.5
0.5445689422864284,0.5,0.5202942906895123,0.5
0.5441301907493052,0.5,0.5194226978116641,0.5
0.5436889585034557,0.5,0.518579374729728,0.5
0.5432457320153556,0.5,0.5177637994905728,0.5
0.5428009691124398,0.5,0.5169754338509263,0.5
0.5423551003203801,0.5,0.5162137257935315,0.5
0.5419085301468662,0.5,0.5154781118642822,0.5
0.541461638313681,0.5,0.5147680193399404,0.5
0.5410147809388448,0.5,0.5140828682357492,0.5
0.5405682916705281,0.5,0.513422073161764,0.5
0.5401224827744304,0.5,0.5127850450363942,0.5
0.539677646176191,0.5,0.5121711926652344,0.5
0.5392340544604615,0.5,0.5115799241929428,0.5
0.5387919618281387,0.5,0.5110106484354917,0.5
0.538351605013272,0.5,0.5104627760998737,0.5
0.5379132041610504,0.5,0.509935720897924,0.5
0.5374769636683254,0.5,0.509428900560672,0.5
0.5370430729879878,0.5,0.508941737759268,0.5
0.5366117073985599,0.5,0.5084736609382849,0.5
0.5361830287402558,0.5,0.5080241050668546,0.5
0.53575718611879,0.5,0.5075925123129013,0.5
0.5353343165780959,0.5,0.5071783326453803,0.5
0.5349145457432023,0.5,0.5067810243692401,0.5
0.5344979884343086,0.5,0.5064000545975835,0.5
0.534084749253255,0.5,0.5060348996651909,0.5
0.5336749231433817,0.5,0.5056850454874953,0.5
0.5332685959238503,0.5,0.5053499878687004,0.5
0.532865844799419,0.5,0.5050292327627082,0.5
0.5324667388466313,0.5,0.504722296490173,0.5
0.5320713394773691,0.5,0.5044287059149228,0.5
0.5316797008806624,0.5,0.5041479985827761,0.5
0.5312918704436296,0.5,0.5038797228255616,0.5
0.5309078891524273,0.5,0.5036234378330677,0.5
0.5305277919739666,0.5,0.50337871369545,0.5
0.5301516082192599,0.5,0.5031451314184698,0.5
0.5297793618890818,0.5,0.502922282913814,0.5
0.5294110720027536,0.5,0.5027097709666188,0.5
0.5290467529107108,0.5,0.5025072091821707,0.5
0.5286864145915633,0.5,0.5023142219136494,0.5
0.5283300629342911,0.5,0.5021304441726757,0.5
0.5279777000062431,0.5,0.5019555215242724,0.5
0.5276293243075063,0.5,0.5017891099678105,0.5
0.527284931012284,0.5,0.5016308758053638,0.5
0.5269445121978205,0.5,0.5014804954988046,0.5
0.5266080570614342,0.5,0.5013376555169069,0.5
0.5262755521261759,0.5,0.5012020521736362,0.5
0.5259469814356379,0.5,0.501073391458708,0.5
0.525622326738377,0.5,0.5009513888614423,0.5
0.5253015676624511,0.5,0.500835769188833,0.5
0.524984681880488,0.5,0.5007262663787655,0.5
0.5246716452657498,0.5,0.5006226233091455,0.5
0.5243624320395739,0.5,0.500524591603722,0.5
0.5240570149106407,0.5,0.5004319314353021,0.5
0.5237553652063962,0.5,0.500344411327009,0.5
0.5234574529970395,0.5,0.5002618079521559,0.5
0.5231632472124126,0.5,0.500183905933322,0.5
0.5228727157521238,0.5,0.5001104976410966,0.5
0.5225858255892479,0.5,0.5000413829929977,0.5
0.522302542867898,0.5,0.4999763692529422,0.5
0.522022832994983,0.5,0.4999152708316901,0.5
0.5217466607264178,0.5,0.49985790908859595,0.5
0.5214739902480883,0.5,0.4998041121350001,0.5
0.5212047852517827,0.5,0.49975371463954144,0.5
0.5209390090064208,0.5,0.4997065576356343,0.5
0.5206766244247252,0.5,0.4996624883314018,0.5
0.5204175941256555,0.5,0.4996213599221795,0.5
0.5201618804927417,0.5,0.4995830314058898,0.5
0.5199094457286098,0.5,0.4995473674013349,0.5
0.5196602519058171,0.5,0.4995142379696569,0.5
0.5194142610142602,0.5,0.49948351843900074,0.5
0.5191714350052852,0.5,0.49945508923255577,0.5
0.5189317358327177,0.5,0.4994288357000203,0.5
0.5186951254909467,0.5,0.49940464795258865,0.5
0.518461566050231,0.5,0.49938242070151784,0.5
0.5182310196893916,0.5,0.4993620531003229,0.5
0.5180034487260219,0.5,0.4993434485906194,0.5
0.5177788156443537,0.5,0.4993265147516821,0.5
0.5175570831209235,0.5,0.4993111631536751,0.5
0.5173382140481415,0.5,0.49929730921462134,0.5
0.517122171555906,0.5,0.4992848720610654,0.5
0.516908919031362,0.5,0.4992737743924289,0.5
0.51669842013691,0.5,0.4992639423490557,0.5
0.5164906388265891,0.5,0.4992553053839126,0.5
0.5162855393609025,0.5,0.49924779613790715,0.5
0.516083086320192,0.5,0.4992413503188038,0.5
0.5158832446166599,0.5,0.4992359065836842,0.5
0.5156859795051041,0.5,0.4992314064249159,0.5
0.5154912565924459,0.5,0.4992277940595846,0.5
0.515299041846152,0.5,0.4992250163223231,0.5
0.515109301601596,0.5,0.4992230225614902,0.5
0.5149220025684134,0.5,0.49922176453865763,0.5
0.5147371118359736,0.5,0.4992211963313009,0.5
0.5145545968779608,0.5,0.4992212742387112,0.5
0.5143744255561735,0.5,0.49922195669095437,0.5
0.5141965661235481,0.5,0.499223204160927,0.5
0.5140209872265302,0.5,0.49922497907936236,0.5
0.5138476579067515,0.5,0.4992272457527491,0.5
0.5136765476021381,0.5,0.4992299702841061,0.5
0.5135076261474474,0.5,0.49923312049651614,0.5
0.5133408637742889,0.5,0.49923666585938165,0.5
0.5131762311106822,0.5,0.4992405774173081,0.5
0.5130136991801457,0.5,0.49924482772156775,0.5
0.5128532394004051,0.5,0.49924939076405384,0.5
0.512694823581727,0.5,0.4992542419136763,0.5
0.5125384239248838,0.5,0.49925935785513076,0.5
0.5123840130188437,0.5,0.4992647165299502,0.5
0.5122315638381423,0.5,0.4992702970798062,0.5
0.5120810497400043,0.5,0.49927607979197486,0.5
0.5119324444612356,0.5,0.49928204604689874,0.5
0.5117857221148938,0.5,0.4992881782678005,0.5
0.511640857186757,0.5,0.49929445987226817,0.5
0.511497824531645,0.5,0.4993008752257486,0.5
0.5113565993695524,0.5,0.4993074095969119,0.5
0.5112171572816759,0.5,0.4993140491147967,0.5
0.5110794742062925,0.5,0.4993207807276985,0.5
0.510943526434561,0.5,0.4993275921637368,0.5
0.5108092906062041,0.5,0.49933447189304303,0.5
0.5106767437051332,0.5,0.49934140909152,0.5
0.5105458630549915,0.5,0.4993483936061134,0.5
0.5104166263146546,0.5,0.49935541592154564,0.5
0.5102890114736862,0.5,0.49936246712846355,0.5
0.5101629968477486,0.5,0.49936953889294156,0.5
0.5100385610740013,0.5,0.49937662342730516,0.5
0.5099156831064757,0.5,0.499383713462211,0.5
0.5097943422114497,0.5,0.49939080221994914,0.5
0.5096745179628108,0.5,0.49939788338892477,0.5
0.509556190237431,0.5,0.4994049510992564,0.5
0.5094393392105516,0.5,0.4994119998994808,0.5
0.5093239453511966,0.5,0.4994190247342889,0.5
0.5092099894175774,0.5,0.4994260209232735,0.5
0.5090974524525755,0.5,0.4994329841406504,0.5
0.508986315779195,0.5,0.4994399103958962,0.5
0.508876560996109,0.5,0.49944679601529973,0.5
0.508768169973207,0.5,0.49945363762435235,0.5
0.5086611248472064,0.5,0.4994604321309746,0.5
0.5085554080172834,0.5,0.49946717670953067,0.5
0.5084510021407844,0.5,0.49947386878559996,0.5
0.5083478901289702,0.5,0.49948050602148353,0.5
0.5082460551427985,0.5,0.4994870863023966,0.5
0.5081454805887962,0.5,0.4994936077233483,0.5
0.5080461501149465,0.5,0.4995000685766424,0.5
0.5079480476066696,0.5,0.4995064673400096,0.5
0.5078511571828308,0.5,0.4995128026653193,0.5
0.5077554631918275,0.5,0.4995190733678543,0.5
0.507660950207729,0.5,0.49952527841613303,0.5
0.5075676030264731,0.5,0.49953141692223557,0.5
0.5074754066621256,0.5,0.4995374881326331,0.5
0.5073843463432084,0.5,0.49954349141948384,0.5
0.5072944075090788,0.5,0.49954942627238186,0.5
0.5072055758063669,0.5,0.49955529229053486,0.5
0.5071178370854916,0.5,0.49956108917535413,0.5
0.5070311773972183,0.5,0.4995668167234406,0.5
0.5069455829892906,0.5,0.4995724748199404,0.5
0.5068610403031126,0.5,0.49957806343226174,0.5
0.5067775359704978,0.5,0.49958358260413416,0.5
0.506695056810484,0.5,0.49958903244998876,0.5
0.5066135898261859,0.5,0.49959441314965325,0.5
0.5065331222017289,0.5,0.49959972494334526,0.5
0.5064536412992293,0.5,0.499604968126933,0.5
0.506375134655837,0.5,0.4996101430474882,0.5
0.5062975899808251,0.5,0.4996152500990707,0.5
0.5062209951527539,0.5,0.49962028971876915,0.5
0.5061453382166619,0.5,0.499625262382974,0.5
0.5060706073813428,0.5,0.4996301686038622,0.5
0.5059967910166581,0.5,0.4996350089260968,0.5
0.505923877650897,0.5,0.4996397839237261,0.5
0.5058518559681993,0.5,0.4996444941972662,0.5
0.5057807148060327,0.5,0.4996491403709671,0.5
0.505710443152708,0.5,0.49965372309025025,0.5
0.5056410301449432,0.5,0.49965824301930084,0.5
0.5055724650654927,0.5,0.4996627008388188,0.5
0.5055047373408037,0.5,0.49966709724391656,0.5
0.5054378365387322,0.5,0.49967143294214544,0.5
0.505371752366294,0.5,0.4996757086516661,0.5
0.505306474667476,0.5,0.4996799250995263,0.5
0.505241993421075,0.5,0.4996840830200684,0.5
0.5051782987385831,0.5,0.49968818315344077,0.5
0.505115380862124,0.5,0.4996922262442176,0.5
0.5050532301624191,0.5,0.4996962130401119,0.5
0.504991837136803,0.5,0.499700144290788,0.5
0.5049311924072679,0.5,0.49970402074675757,0.5
0.5048712867185579,0.5,0.49970784315835903,0.5
0.5048121109362889,0.5,0.49971161227482064,0.5
0.5047536560451196,0.5,0.49971532884339265,0.5
0.5046959131469464,0.5,0.49971899360854444,0.5
0.5046388734591307,0.5,0.49972260731123974,0.5
0.5045825283127812,0.5,0.4997261706882643,0.5
0.5045268691510394,0.5,0.49972968447161037,0.5
0.5044718875274317,0.5,0.499733149387926,0.5
0.5044175751042168,0.5,0.499736566158,0.5
0.5043639236507982,0.5,0.49973993549631324,0.5
0.5043109250421463,0.5,0.49974325811061693,0.5
0.5042585712572567,0.5,0.4997465347015684,0.5
0.5042068543776352,0.5,0.4997497659623953,0.5
0.5041557665858143,0.5,0.4997529525786071,0.5
0.5041053001639053,0.5,0.4997560952277249,0.5
0.5040554474921493,0.5,0.4997591945790667,0.5
0.5040062010475328,0.5,0.49976225129354024,0.5
0.5039575534023975,0.5,0.49976526602348237,0.5
0.5039094972230913,0.5,0.4997682394125098,0.5
0.5038620252686457,0.5,0.49977117209540456,0.5
0.5038151303894658,0.5,0.4997740646980162,0.5
0.5037688055260503,0.5,0.49977691783718825,0.5
0.5037230437077369,0.5,0.4997797321207038,0.5
0.5036778380514626,0.5,0.4997825081472467,0.5
0.5036331817605575,0.5,0.4997852465063817,0.5
0.5035890681235458,0.5,0.4997879477785512,0.5
0.503545490512975,0.5,0.4997906125350804,0.5
0.5035024423842689,0.5,0.4997932413382049,0.5
0.5034599172745953,0.5,0.4997958347410991,0.5
0.5034179088017492,0.5,0.4997983932879251,0.5
0.5033764106630674,0.5,0.4998009175138849,0.5
0.50333541663435,0.5,0.49980340794528555,0.5
0.5032949205688002,0.5,0.49980586509961267,0.5
0.5032549163959956,0.5,0.4998082894856095,0.5
0.5032153981208545,0.5,0.4998106816033605,0.5
0.5031763598226426,0.5,0.4998130419443889,0.5
0.5031377956539753,0.5,0.4998153709917492,0.5
0.5030996998398489,0.5,0.4998176692201346,0.5
0.5030620666766872,0.5,0.49981993709597994,0.5
0.5030248905313961,0.5,0.4998221750775764,0.5
0.5029881658404385,0.5,0.499824383615179,0.5
0.5029518871089227,0.5,0.49982656315112894,0.5
0.5029160489097091,0.5,0.4998287141199693,0.5
0.5028806458825201,0.5,0.49983083694856667,0.5
0.5028456727330735,0.5,0.49983293205623447,0.5
0.5028111242322311,0.5,0.4998349998548539,0.5
0.5027769952151484,0.5,0.49983704074900004,0.5
0.5027432805804519,0.5,0.49983905513606697,0.5
0.5027099752894166,0.5,0.49984104340639046,0.5
0.5026770743651614,0.5,0.49984300594338027,0.5
0.502644572891862,0.5,0.4998449431236365,0.5
0.502612466013959,0.5,0.49984685531708095,0.5
0.5025807489354026,0.5,0.4998487428870799,0.5
0.50254941691888,0.5,0.49985060619056565,0.5
0.5025184652850783,0.5,0.49985244557816433,0.5
0.5024878894119453,0.5,0.4998542613943133,0.5
0.5024576847339617,0.5,0.4998560539773864,0.5
0.5024278467414298,0.5,0.4998578236598057,0.5
0.502398370979769,0.5,0.49985957076816945,0.5
0.5023692530488191,0.5,0.49986129562336323,0.5
0.502340488602151,0.5,0.49986299854067706,0.5
0.5023120733464008,0.5,0.4998646798299191,0.5
0.5022840030406002,0.5,0.4998663397955241,0.5
0.5022562734955169,0.5,0.49986797873666955,0.5
0.5022288805730124,0.5,0.49986959694738164,0.5
0.5022018201854017,0.5,0.49987119471664077,0.5
0.5021750882948233,0.5,0.4998727723284917,0.5
0.502148680912617,0.5,0.4998743300621369,0.5
0.5021225940987204,0.5,0.49987586819204655,0.5
0.5020968239610486,0.5,0.4998773869880564,0.5
0.502071366654917,0.5,0.49987888671546177,0.5
0.5020462183824375,0.5,0.49988036763511623,0.5
0.5020213753919514,0.5,0.49988183000352215,0.5
0.5019968339774508,0.5,0.49988327407292577,0.5
0.5019725904780135,0.5,0.49988470009140595,0.5
0.5019486412772505,0.5,0.49988610830295954,0.5
0.5019249828027537,0.5,0.499887498947591,0.5
0.5019016115255504,0.5,0.4998888722613941,0.5
0.5018785239595793,0.5,0.4998902284766338,0.5
0.501855716661149,0.5,0.4998915678218294,0.5
0.501833186228426,0.5,0.4998928905218287,0.5
0.5018109293009161,0.5,0.4998941967978894,0.5
0.5017889425589601,0.5,0.49989548686775276,0.5
0.5017672227232257,0.5,0.49989676094571234,0.5
0.501745766554226,0.5,0.49989801924269095,0.5
0.501724570851815,0.5,0.4998992619663083,0.5
0.5017036324547224,0.5,0.4999004893209502,0.5
0.5016829482400578,0.5,0.49990170150783353,0.5
0.5016625151228631,0.5,0.49990289872507354,0.5
0.5016423300556347,0.5,0.4999040811677409,0.5
0.5016223900278707,0.5,0.499905249027929,0.5
0.5016026920656103,0.5,0.49990640249481544,0.5
0.5015832332310062,0.5,0.49990754175471785,0.5
0.5015640106218644,0.5,0.4999086669911481,0.5
0.5015450213712196,0.5,0.4999097783848754,0.5
0.5015262626469035,0.5,0.4999108761139732,0.5
0.5015077316511221,0.5,0.4999119603538782,0.5
0.5014894256200328,0.5,0.4999130312774387,0.5
0.5014713418233381,0.5,0.49991408905496737,0.5
0.5014534775638673,0.5,0.49991513385428554,0.5
0.5014358301771793,0.5,0.49991616584077825,0.5
0.5014183970311628,0.5,0.4999171851774369,0.5
0.5014011755256504,0.5,0.4999181920249036,0.5
0.5013841630920126,0.5,0.49991918654151757,0.5
0.5013673571927963,0.5,0.49992016888335744,0.5
0.5013507553213277,0.5,0.49992113920428594,0.5
0.5013343550013438,0.5,0.49992209765598883,0.5
0.5013181537866309,0.5,0.49992304438801227,0.5
0.5013021492606438,0.5,0.4999239795478081,0.5
0.501286339036163,0.5,0.49992490328076844,0.5
0.5012707207549241,0.5,0.49992581573026484,0.5
0.5012552920872739,0.5,0.49992671703767755,0.5
0.5012400507318251,0.5,0.49992760734243813,0.5
0.5012249944151037,0.5,0.4999284867820659,0.5
0.5012101208912192,0.5,0.49992935549219286,0.5
0.5011954279415232,0.5,0.4999302136066053,0.5
0.5011809133742879,0.5,0.49993106125726783,0.5
0.501166575024369,0.5,0.4999318985743617,0.5
0.5011524107528889,0.5,0.4999327256863113,0.5
0.501138418446919,0.5,0.49993354271981527,0.5
0.5011245960191584,0.5,0.49993434979987494,0.5
0.5011109414076369,0.5,0.499935147049821,0.5
0.5010974525753902,0.5,0.49993593459134367,0.5
0.5010841275101683,0.5,0.499936712544522,0.5
0.501070964224132,0.5,0.4999374810278425,0.5
0.5010579607535597,0.5,0.49993824015823307,0.5
0.5010451151585507,0.5,0.4999389900510849,0.5
0.5010324255227427,0.5,0.499939730820274,0.5
0.5010198899530156,0.5,0.49994046257819136,0.5
0.5010075065792226,0.5,0.4999411854357625,0.5
0.5009952735539009,0.5,0.4999418995024705,0.5
0.5009831890520058,0.5,0.49994260488638087,0.5
0.5009712512706308,0.5,0.49994330169415857,0.5
0.5009594584287491,0.5,0.49994399003109535,0.5
0.5009478087669326,0.5,0.4999446700011294,0.5
